"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка десериализации одного комментария","32","19. GET запрос - получение конкретного комментария","","Mon May 11 10:36:50 UTC 2026","passed","Mon May 11 10:36:50 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testGetSingleComment"
"Полный цикл: получение токена и использование его для запросов","711","13. Комплексный сценарий - получение и использование токена","","Mon May 11 10:36:56 UTC 2026","passed","Mon May 11 10:36:56 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testCompleteTokenFlow"
"Удаление ресурса с Bearer токеном","344","12. DELETE с Bearer Token","","Mon May 11 10:36:55 UTC 2026","passed","Mon May 11 10:36:56 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testDeleteWithBearerToken"
"Удаление поста","92","12. DELETE запрос","","Mon May 11 10:36:50 UTC 2026","passed","Mon May 11 10:36:50 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testDeleteRequest"
"","12","Пустое имя и username отлавливаются @NotBlank","","Mon May 11 10:37:02 UTC 2026","passed","Mon May 11 10:37:02 UTC 2026","","ModelValidator — Jakarta Bean Validation","ru.learning.java.validation.ModelValidatorTest","testBlankFieldsDetected"
"","29","GET /users/1 — ответ соответствует Bean Validation модели User","","Mon May 11 10:36:58 UTC 2026","passed","Mon May 11 10:36:58 UTC 2026","","Контрактные тесты — валидация ответа API через JSR-380","ru.learning.java.clients.api.UserApiContractTest","testGetSingleUserMatchesContract"
"Полное обновление поста","225","8. PUT запрос - обновление ресурса","","Mon May 11 10:36:49 UTC 2026","passed","Mon May 11 10:36:49 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testPutRequest"
"Использование FormApiClient с базовыми методами","94","17. Комбинированный тест - FormApiClient с базовыми методами","","Mon May 11 10:36:50 UTC 2026","passed","Mon May 11 10:36:50 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testFormClientWithBasicMethods"
"Создание поста и получение его комментариев","120","22. Комплексный сценарий - создание поста и комментариев","","Mon May 11 10:36:51 UTC 2026","passed","Mon May 11 10:36:51 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testComplexScenarioPostAndComments"
"Преобразование ответа в типизированный объект","31","5. Десериализация JSON в Java объект","","Mon May 11 10:36:49 UTC 2026","passed","Mon May 11 10:36:49 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testJsonToObjectDeserialization"
"","3","Невалидный email отлавливается @Email","","Mon May 11 10:37:02 UTC 2026","passed","Mon May 11 10:37:02 UTC 2026","","ModelValidator — Jakarta Bean Validation","ru.learning.java.validation.ModelValidatorTest","testInvalidEmailDetected"
"Проверяем, что api_key передаётся как query-параметр","382","5. GET с API Key в query-параметре 'api_key'","","Mon May 11 10:36:37 UTC 2026","passed","Mon May 11 10:36:38 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testGetWithApiKeyQueryParam"
"","17","5. Ответ содержит refresh_token при Password grant","","Mon May 11 10:36:48 UTC 2026","passed","Mon May 11 10:36:48 UTC 2026","","Тесты OAuthApiClientTest - аутентификация через OAuth 2.0","ru.learning.java.clients.api.OAuthApiClientTest","testPasswordGrantReturnsRefreshToken"
"","18","6. WireMock: POST с пустым телом проходит аутентификацию","","Mon May 11 10:36:59 UTC 2026","passed","Mon May 11 10:36:59 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testPostWithDigestEmptyBody"
"Демонстрирует двухшаговый flow: первый 401, второй 200","23","3. WireMock: повторный запрос с Digest-заголовком возвращает 200","","Mon May 11 10:36:59 UTC 2026","passed","Mon May 11 10:36:59 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testDigestFlowOnWireMock"
"Проверка полей пользователя различными способами","65","4. Валидация JSON структуры с Hamcrest матчерами","","Mon May 11 10:36:49 UTC 2026","passed","Mon May 11 10:36:49 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testJsonValidationWithHamcrest"
"","425","5. SOAP — параметризованная конвертация чисел в слова 42 → должно содержать 'forty'","","Mon May 11 10:36:33 UTC 2026","passed","Mon May 11 10:36:33 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testNumberToWordsParameterized"
"Обновление только заголовка поста","102","9. PATCH запрос - частичное обновление","","Mon May 11 10:36:49 UTC 2026","passed","Mon May 11 10:36:49 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testPatchRequest"
"Демонстрация GET запроса с корректными credentials","928","1. GET с Basic Auth - успешная авторизация","","Mon May 11 10:36:51 UTC 2026","passed","Mon May 11 10:36:52 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testGetWithBasicAuthSuccess"
"","7","13. POST с истёкшим JWT → 401","","Mon May 11 10:36:57 UTC 2026","passed","Mon May 11 10:36:57 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testPostWithExpiredJwtRejected"
"Валидный токен должен содержать claim 'exp'","16","6. Токен имеет поле exp (время истечения)","","Mon May 11 10:36:57 UTC 2026","passed","Mon May 11 10:36:57 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtHasExpirationClaim"
"Демонстрация получения токена через POST запрос","348","7. Получение Bearer токена","","Mon May 11 10:36:53 UTC 2026","passed","Mon May 11 10:36:54 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testGetBearerToken"
"","46","8. POST с сериализацией Java-объекта через Jackson","","Mon May 11 10:36:59 UTC 2026","passed","Mon May 11 10:36:59 UTC 2026","","DigestApiClientTest — аутентификация через HTTP Digest","ru.learning.java.clients.api.DigestApiClientTest","testPostDigestWithJacksonObject"
"Создание пользователя, поста и получение комментариев","432","5. Комплексный сценарий с множественными шагами","","Mon May 11 10:36:29 UTC 2026","passed","Mon May 11 10:36:29 UTC 2026","","Тесты с Allure отчетами через TestSpecification","ru.learning.java.allure.AllureIntegrationTest","testComplexScenarioWithAllure"
"","96","Создание пользователей по данным из CSV [3] POST /users Alex Smith <alex@example.com>","","Mon May 11 10:37:00 UTC 2026","passed","Mon May 11 10:37:00 UTC 2026","","Data-Driven — CSV источник","ru.learning.java.clients.api.data_driven.UserCsvDataDrivenTest","createUserFromCsv"
"POST запрос с телом и API Key в заголовке","696","3. POST с API Key в заголовке X-API-Key","","Mon May 11 10:36:36 UTC 2026","passed","Mon May 11 10:36:37 UTC 2026","","ApiKeyClientTest — аутентификация через API Keys","ru.learning.java.clients.api.ApiKeyClientTest","testPostWithApiKeyHeader"
"Отправка данных с Bearer токеном","380","9. POST с Bearer Token","","Mon May 11 10:36:54 UTC 2026","passed","Mon May 11 10:36:55 UTC 2026","","Тесты AuthApiClient","ru.learning.java.clients.api.AuthApiClientTest","testPostWithBearerToken"
"","227","POST /users — отправляем только валидную модель","","Mon May 11 10:36:57 UTC 2026","passed","Mon May 11 10:36:58 UTC 2026","","Контрактные тесты — валидация ответа API через JSR-380","ru.learning.java.clients.api.UserApiContractTest","testCreateUserWithValidationGuard"
"Фильтрация постов по userId","51","3. GET запрос с query параметрами","","Mon May 11 10:36:48 UTC 2026","passed","Mon May 11 10:36:49 UTC 2026","","Тесты ApiClient","ru.learning.java.clients.api.ApiClientTest","testGetWithQueryParameters"
"","12","17. Параметризованная проверка string-claims Claim 'name' = 'Test User'","","Mon May 11 10:36:57 UTC 2026","passed","Mon May 11 10:36:57 UTC 2026","","JwtApiClientTest — аутентификация через JWT","ru.learning.java.clients.api.JwtApiClientTest","testJwtClaimsParameterized"
"","97","Создание пользователей по данным из CSV [1] POST /users John Doe <john@example.com>","","Mon May 11 10:36:59 UTC 2026","passed","Mon May 11 10:37:00 UTC 2026","","Data-Driven — CSV источник","ru.learning.java.clients.api.data_driven.UserCsvDataDrivenTest","createUserFromCsv"
"","405","5. SOAP — параметризованная конвертация чисел в слова 100 → должно содержать 'one hundred'","","Mon May 11 10:36:33 UTC 2026","passed","Mon May 11 10:36:34 UTC 2026","","Тесты SoapApiClient","ru.learning.java.clients.api.SoapApiClientTest","testNumberToWordsParameterized"
"","194","GET /users — каждый элемент списка валиден","","Mon May 11 10:36:57 UTC 2026","passed","Mon May 11 10:36:57 UTC 2026","","Контрактные тесты — валидация ответа API через JSR-380","ru.learning.java.clients.api.UserApiContractTest","testGetUsersListAllItemsValid"
"","1","Username с пробелом не соответствует @Pattern","","Mon May 11 10:37:02 UTC 2026","passed","Mon May 11 10:37:02 UTC 2026","","ModelValidator — Jakarta Bean Validation","ru.learning.java.validation.ModelValidatorTest","testUsernamePatternViolation"
